time,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lastKnownUtilization,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2018-03-08 13:16:34.522 UTC,32720,30724448,14800,27546000,0,3061,220291,3962,0.017985301,15671,0,0,0,0,0,1295,5754,93,0,1766,1588,2154,1008,0,18,6,0,0,0,0,0,0,0,0,0,0,220273,65,0,64434168887,11,0,64433684880,0,0,0,0,0,0,52,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520514991917,3145728,0,0,0,5808,0,146,0,20,0,0,0,3,2,0,0,0,5808,16,8998912,4394,14532589,17,0,586,4310473,2018,2096987,2,0,0,0,0,0,0,0,0,3811333744,1,0,0,0,0,0,0,145321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73191,0,0,0,0,0,0,0,0,0,0,15671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:34.744 UTC,2375,3184839,15840,36624,112,0,84,4,0.04761905,0,0,0,0,0,0,0,4,4,19,0,3,2,5,0,75,29,0,0,0,0,0,0,0,0,0,0,0,0,0,77309702012,12,0,73021345852,0,0,0,0,0,0,-1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520514994710,3145728,0,0,0,39,0,0,0,8,0,0,0,3,0,0,0,0,39,2,108544,23,0,0,0,3,21450726,2645,0,0,0,0,0,0,0,0,13,250,3938116656,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:37.661 UTC,7657,33555761,17504,30402376,0,2954,229144,4131,0.018027965,12903,0,0,0,0,0,1280,6026,96,0,1674,1627,2362,1252,0,47,7,0,0,0,0,0,0,0,0,0,0,229083,63,0,85899846861,13,20000724,81611281168,1,3364,924,1008,0,0,51,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520514994710,3145728,0,0,0,5883,1,260,1,23,1,0,0,3,3,0,0,0,5883,19,8079360,3945,18659202,21,0,723,5750394,2682,2597961,3,0,0,0,0,0,0,1,64,2306769616,2,0,0,0,0,0,0,151391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75885,0,0,0,0,0,0,0,0,0,2,12903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:37.732 UTC,2625,3186281,17168,37848,80,1,80,4,0.05,0,0,0,0,0,0,0,4,3,17,1,4,2,4,0,75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,85901683956,14,0,85901358063,0,0,0,0,0,0,51,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520514997712,3145728,0,0,0,40,0,0,0,5,0,0,0,3,0,0,0,0,40,1,32768,16,0,0,0,0,4448256,564,0,0,0,0,0,0,0,0,14,314,2386287240,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:40.543 UTC,35177,30230537,18752,27049632,0,2636,226436,3684,0.016269498,10681,0,0,0,0,0,1393,5550,104,0,1243,1586,2016,1544,0,21,8,0,0,0,0,0,0,0,0,0,0,226416,71,0,85901683956,14,0,85901358063,0,0,0,0,0,0,51,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520514997712,3145728,0,0,0,5013,0,211,0,23,0,0,0,3,2,0,0,0,5013,20,7892992,3854,16612103,18,0,607,3860155,1789,1048417,1,0,0,0,0,0,0,0,0,4634661384,2,0,0,0,0,0,0,149654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74929,0,1,0,0,0,0,0,0,0,0,10681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:40.689 UTC,2875,3187987,18624,39304,80,2,92,4,0.04347826,0,0,0,0,0,0,0,4,3,22,2,4,2,4,0,84,31,0,0,0,0,0,0,0,0,0,0,0,0,0,94493109959,15,0,94490021191,0,0,0,0,0,0,-1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515000648,3145728,0,0,0,42,0,0,0,6,0,0,0,3,0,0,0,0,42,0,65536,20,0,0,0,3,23114636,2846,0,0,0,0,0,0,0,0,14,314,4838079168,2,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:43.996 UTC,563619,34551283,20416,30841936,0,3737,206210,5038,0.024431406,14420,0,0,0,0,0,2021,6711,108,0,1716,1527,2617,1666,0,27,9,0,0,0,0,0,0,0,0,0,0,206185,77,0,94493109959,16,0,94490021191,1,2202,469,503,0,0,51,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515000648,3145728,0,0,0,6847,0,193,0,28,0,0,0,3,2,0,0,0,6847,23,10428416,5092,16168725,18,0,840,5643429,2622,2096104,2,0,0,0,0,0,0,0,0,6710155736,2,0,0,0,0,0,0,136308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68245,0,1,0,0,0,0,0,0,0,3,14420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:44.268 UTC,3125,3189613,20080,40760,0,2,55,4,0.07272727,0,0,0,0,0,0,0,4,3,3,2,4,2,4,0,69,33,0,0,0,0,0,0,0,0,0,0,0,0,0,103083944685,17,0,103083837918,0,0,0,0,0,0,-1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515004142,3145728,0,0,0,44,0,0,0,5,0,0,0,3,0,0,0,0,44,0,20480,10,0,0,0,2,5534378,705,0,0,0,0,0,0,0,0,15,420,536701336,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:46.675 UTC,29885,31637453,21040,28461840,0,4352,188838,5634,0.029835097,15932,0,0,0,0,0,2513,7168,112,0,1839,1486,2843,1810,0,21,9,0,0,0,0,0,0,0,0,0,0,188817,81,0,103083944685,17,0,103083837918,0,0,0,0,0,0,50,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515004142,3145728,0,0,0,7570,0,86,0,29,0,0,0,3,1,0,0,0,7570,25,11311104,5523,13655707,15,0,845,6284967,2920,1048404,1,0,0,0,0,0,0,0,0,2150542256,2,0,0,0,0,0,0,124531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62787,0,1,0,0,0,0,0,0,0,0,15932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:46.948 UTC,3375,3213031,21872,63816,112,1,113,6,0.053097345,0,0,0,0,0,0,0,6,4,28,1,5,3,6,0,102,38,0,0,0,0,0,0,0,0,0,0,0,0,0,111672898576,18,0,107384172990,0,0,0,0,0,0,-1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515006902,3145728,0,0,0,52,0,0,0,9,0,0,0,3,0,0,0,0,52,2,108544,26,0,0,0,3,27064893,3336,0,0,0,0,0,0,0,0,15,420,2247367928,2,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:16:50.196 UTC,12612,39245604,22496,36087264,0,5046,204239,6570,0.032168195,12189,0,0,0,0,0,2017,8398,150,0,2985,2183,3885,1935,0,3835,15,0,0,0,0,0,0,0,0,0,0,201041,114,0,120264480784,19,20000967,115974108549,1,5043,1812,1941,0,0,50,NaN,43,0,43,3336,1,63389,0,1,0,744,1,743,3178,31518,37390,0,0,0,37390,18695,0,0,0,0,0,0,0,0,1520515006902,3145728,0,0,0,9690,1,266,1,162,1,0,0,3,3,0,0,0,9690,26,22180110,8643,19396308,21,0,924,9886258,3220,4347346,5,0,0,0,0,0,0,0,0,4328785760,2,0,0,0,0,0,0,169239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64891,0,0,0,0,0,0,0,0,0,10,12189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:18:21.709 UTC,125,3157213,696,11360,0,0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,1,369,369,1,0,2,4,0,0,46,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515101443,3145728,0,0,0,0,2,80,2,2,2,0,0,3,3,0,0,0,0,0,0,0,38,1,0,0,2048,1,956,2,0,0,0,0,0,0,0,0,50709408,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:18:58.991 UTC,125,3157213,696,11360,0,0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,1,369,369,1,0,2,4,0,0,46,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515138738,3145728,0,0,0,0,2,80,2,2,2,0,0,3,3,0,0,0,0,0,0,0,38,1,0,0,2048,1,956,2,0,0,0,0,0,0,0,0,50709656,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:03.732 UTC,26133,20010069,3048,16838208,0,0,251667,0,0.0,0,0,0,0,0,0,0,2168,40,0,0,1663,268,487,0,19,0,0,0,0,0,0,0,0,0,0,0,155125,0,0,945,1,369,369,0,0,0,0,0,0,58,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515138738,3145728,0,0,0,0,0,118,0,4,0,0,0,3,1,0,0,0,0,0,0,0,38,1,0,0,6144,3,17337355,17,0,0,0,0,0,0,5,54,285827320,1,0,0,0,0,0,0,164360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85171,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:03.944 UTC,250,3168002,3360,21944,80,0,36,3,0.083333336,0,0,0,0,0,0,0,3,3,3,0,2,1,4,0,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4303266448,2,0,4302605439,0,0,0,0,0,0,57,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515143859,3145728,0,0,0,20,0,0,0,4,0,0,0,3,0,0,0,0,20,1,10240,5,0,0,0,2,12515324,1541,0,0,0,0,0,0,0,0,5,54,320627552,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:07.239 UTC,28066,21368466,4608,18194672,0,200,236146,572,0.0024222303,1290,0,0,0,0,0,20,2589,50,0,180,1589,552,511,0,21,8,0,0,0,0,0,0,0,0,0,0,236126,12,0,4303266448,2,0,4302605439,0,0,0,0,0,0,56,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515143859,3145728,0,0,0,778,0,152,0,7,0,0,0,3,2,0,0,0,778,2,862208,421,14845788,17,0,104,1009521,468,2095976,2,0,0,0,0,0,0,2,44,332422992,1,0,0,0,0,0,0,155465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78676,0,1,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:07.390 UTC,500,3173172,4816,26752,192,0,41,4,0.09756097,0,0,0,0,0,0,0,4,4,5,0,2,2,5,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12891544894,3,0,12890361081,0,0,0,0,0,0,-1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515147343,3145728,0,0,0,22,0,0,0,6,0,0,0,3,0,0,0,0,22,2,57344,16,0,0,0,3,14099828,1735,0,0,0,0,0,0,0,0,7,98,395870848,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:09.965 UTC,28364,23657180,6064,20483088,0,541,234051,1267,0.00541335,3093,0,0,0,0,0,205,3233,59,0,336,1597,811,673,0,19,7,0,0,0,0,0,0,0,0,0,0,234033,23,0,12891544894,3,0,12890361081,0,0,0,0,0,0,56,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515147343,3145728,0,0,0,1641,0,158,0,8,0,0,0,3,2,0,0,0,1641,4,1703936,832,14404064,17,0,251,2266077,1065,2096751,2,0,0,0,0,0,0,1,29,917115384,1,0,0,0,0,0,0,154230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77868,0,0,0,0,0,0,0,0,0,0,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:10.100 UTC,750,3171710,6272,25096,136,0,46,3,0.06521739,0,0,0,0,0,0,0,3,3,7,0,2,1,4,0,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,21480702478,4,0,21479023468,0,0,0,0,0,0,55,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515150055,3145728,0,0,0,24,0,0,0,6,0,0,0,3,0,0,0,0,24,2,57344,16,0,0,0,3,16377396,2014,0,0,0,0,0,0,0,0,8,127,964278504,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:12.448 UTC,29542,21386454,7520,18211184,0,312,227815,695,0.003050721,1088,0,0,0,0,0,155,2628,64,0,157,1498,496,728,0,19,7,0,0,0,0,0,0,0,0,0,0,227796,30,0,21480702478,4,0,21479023468,0,0,0,0,0,0,55,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515150055,3145728,0,0,0,896,0,149,0,10,0,0,0,3,2,0,0,0,896,6,976896,477,15182096,17,0,142,1226133,569,2094736,2,0,0,0,0,0,0,0,0,2809922248,1,0,0,0,0,0,0,150544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75350,0,0,0,0,0,0,0,0,0,32,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:12.564 UTC,1000,3172328,7392,25520,80,0,51,3,0.05882353,0,0,0,0,0,0,0,3,3,9,0,2,1,4,0,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30069521816,5,0,30068286585,0,0,0,0,0,0,-1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515152531,3145728,0,0,0,25,0,0,0,6,0,0,0,3,0,0,0,0,25,1,55296,15,0,0,0,3,12636728,1559,0,0,0,0,0,0,0,0,8,127,2857085368,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:15.144 UTC,30720,26151304,8976,22974856,0,1075,238754,2012,0.0084270835,5541,0,0,0,0,0,529,3999,76,0,546,1692,1199,918,0,20,8,0,0,0,0,0,0,0,0,0,0,238734,38,0,30069521816,5,0,30068286585,0,0,0,0,0,0,54,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515152531,3145728,0,0,0,2611,0,178,0,13,0,0,0,3,2,0,0,0,2611,8,3610624,1763,16288961,18,0,452,2893047,1311,2104932,3,0,0,0,0,0,0,1,70,1789092632,1,0,0,0,0,0,0,156977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79801,0,1,0,0,0,0,0,0,0,46,5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:15.281 UTC,1250,3174178,8848,27120,80,0,57,3,0.05263158,0,0,0,0,0,0,0,3,3,11,0,3,1,4,0,47,18,0,0,0,0,0,0,0,0,0,0,0,0,0,38659672187,6,0,38657899401,0,0,0,0,0,0,54,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515155250,3145728,0,0,0,26,0,0,0,4,0,0,0,3,0,0,0,0,26,0,51200,13,0,0,0,3,16087838,1981,0,0,0,0,0,0,0,0,9,197,1892523184,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:17.800 UTC,6532,27384804,10640,24232544,0,1590,259726,2164,0.008331858,7365,0,0,0,0,0,750,4369,84,0,840,2099,1202,1102,0,49,9,0,0,0,0,0,0,0,0,0,0,259673,44,0,47249915637,7,20004168,47247838161,1,1803,596,666,0,0,53,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515155250,3145728,0,0,0,3064,1,238,1,16,1,0,0,3,3,0,0,0,3064,10,3383296,1652,18174953,20,0,369,3833936,1795,2133773,3,0,0,0,0,0,0,1,45,857266288,1,0,0,0,0,0,0,169463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88085,0,1,0,0,0,0,0,0,0,71,7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:17.891 UTC,1500,3176020,10304,28576,216,0,60,3,0.05,0,0,0,0,0,0,0,3,3,11,0,3,1,4,0,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,47251377333,8,0,47250944395,0,0,0,0,0,0,53,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515157867,3145728,0,0,0,29,0,0,0,5,0,0,0,3,0,0,0,0,29,1,24576,12,0,0,0,0,9457664,1171,0,0,0,0,0,0,0,0,10,242,1016471072,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:20.757 UTC,34372,29557924,11888,26377824,0,2279,244254,3029,0.012401025,13367,0,0,0,0,0,816,5073,85,0,1463,1826,1643,1023,0,20,8,0,0,0,0,0,0,0,0,0,0,244235,52,0,47251377333,8,0,47250944395,0,0,0,0,0,0,53,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515157867,3145728,0,0,0,4559,0,149,0,17,0,0,0,3,2,0,0,0,4559,12,6481920,3165,16406273,19,0,532,4191172,1941,2096425,2,0,0,0,0,0,0,0,0,3168649368,1,0,0,0,0,0,0,160236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81986,0,0,0,0,0,0,0,0,0,18,13367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:20.944 UTC,1750,3177726,11760,30032,216,1,70,3,0.042857144,0,0,0,0,0,0,0,3,3,15,1,3,1,4,0,60,23,0,0,0,0,0,0,0,0,0,0,0,0,0,55842847879,9,0,55840036928,0,0,0,0,0,0,52,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515160896,3145728,0,0,0,32,0,0,0,6,0,0,0,3,0,0,0,0,32,1,57344,16,0,0,0,3,25808980,3171,0,0,0,0,0,0,0,0,10,242,3232776880,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08 13:19:24.282 UTC,5200,30002640,13552,26851712,0,2094,232485,3097,0.01332129,8507,0,0,0,0,0,875,4992,93,0,1219,1664,1798,1015,0,48,8,0,0,0,0,0,0,0,0,0,0,232429,56,0,64432950630,10,20005164,64429976684,1,2524,911,989,0,0,52,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520515160896,3145728,0,0,0,4387,1,225,1,19,1,0,0,3,3,0,0,0,4387,14,5588992,2729,18012801,20,0,519,4662758,2194,2155054,3,0,0,0,0,0,0,1,60,400800768,1,0,0,0,0,0,0,153321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77295,0,1,0,0,0,0,0,0,0,1,8507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
